Request Number,Date Opened,Request,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,address_norm,date_only,new_event,event_id,event_date,event_seq,fine_event,first_event
260900,2019-10-17,Trash - Curbside/Alley Missed Pickup,"curb trash Thursday, everyone missed","234 Antioch Pike, Nashville, TN 37211, United States",37211,RED RIVER,4304,16.0,1751146.59802644,644436.800548767,234 ANTIOCH PIKE,2019-10-17,True,2,2019-10-17,2,200,True
54175,2018-03-16,Trash - Curbside/Alley Missed Pickup,Missed- trash pickup,2341 valley brook rd,37215,RED RIVER,3304,25.0,1726304.12821683,647908.426916676,2341 VALLEY BROOK RD,2018-03-16,True,2,2018-03-16,2,200,True
259922,2019-10-16,Trash - Curbside/Alley Missed Pickup,whole neighborhood missed plus new hall drive,"2349 Brittany Dr, Nashville, TN 37206, United States",37206,RED RIVER,1201,6.0,1755259.39929733,671726.401955179,2349 BRITTANY DR,2019-10-16,True,2,2019-10-16,2,200,True
182171,2019-05-09,Trash - Curbside/Alley Missed Pickup,"1 cart
only half of the trash was taken","235 Maple St, Nashville, TN 37115, United States",37115,RED RIVER,3414,9.0,1759519.39840632,702685.598430313,235 MAPLE ST,2019-05-09,True,2,2019-05-09,2,200,True
260867,2019-10-17,Trash - Curbside/Alley Missed Pickup,ENTIRE STREET MISSED,"24 Cameo Dr, Nashville, TN 37211, United States",37211,RED RIVER,4303,16.0,1756212.49189293,648877.770939518,24 CAMEO DR,2019-10-17,True,2,2019-10-17,2,200,True
160971,2019-03-28,Trash - Curbside/Alley Missed Pickup,"The address is 2401 Frisco Ave where the mailbox is ,but the trash carts are down the dead end ally off of Frisco Ave where the house is located. There is a Dead end sign at the end of the ally.","2401 Frisco Ave, Nashville, TN 37209, United States",37209,RED RIVER,4203,20.0,1710739.95452657,667034.701572433,2401 FRISCO AVE,2019-03-28,True,2,2019-03-28,2,200,True
167014,2019-04-10,Trash - Curbside/Alley Missed Pickup,The trash carts are at the end of the dead end ally off of Frisco ave between 23rd St and 24th St where my house is. My trash has been missed from Feb. 5th until April 2nd when the pickup was only partial.  Only the bags that were stacked on top of cart were removed and all in the cart were left.,"2401 Frisco Ave, Nashville, TN 37209, United States",37209,RED RIVER,4203,20.0,1710739.95452657,667034.701572427,2401 FRISCO AVE,2019-04-10,True,3,2019-04-10,3,200,True
171051,2019-04-17,Trash - Curbside/Alley Missed Pickup,1 cart,"2401 Frisco Ave, Nashville, TN 37209, United States",37209,RED RIVER,4203,20.0,1710739.95452657,667034.701572427,2401 FRISCO AVE,2019-04-17,True,4,2019-04-17,4,200,True
241367,2019-09-03,Trash - Curbside/Alley Missed Pickup,"My house is located at the end of the ally on the north side of Frisco Ave about 40 feet off of James Ave. This is the third week in a row my trash has not been picked up  and I have requested a pickup each time.    I realize that my house is somewhat out of the way, but I have been here forty years and this year seems to be an ongoing issue with pickup . There was a time from  February to the end of April with no pickup and I was taking my trash to my parents house for pickup. I hope this is not going to be  a repeat of that and if there is something I need to do to help please advise me.","2401 Frisco Ave, Nashville, TN 37209, United States",37209,RED RIVER,4203,20.0,1710739.95452657,667034.701572427,2401 FRISCO AVE,2019-09-03,True,5,2019-09-03,5,200,True
260424,2019-10-17,Trash - Curbside/Alley Missed Pickup,My house is at the end of the dead end ally on the north side of Frisco Ave just after you turn off of James Ave onto Frisco Ave,"2401 Frisco Ave, Nashville, TN 37209, United States",37209,RED RIVER,4203,20.0,1710739.95452657,667034.701572427,2401 FRISCO AVE,2019-10-17,True,6,2019-10-17,6,200,True
77097,2018-06-21,Trash - Curbside/Alley Missed Pickup,entire street missed,2403 abbott martin rd,37215,RED RIVER,3304,34.0,1724796.89394268,646538.136148151,2403 ABBOTT MARTIN RD,2018-06-21,True,2,2018-06-21,2,200,True
260469,2019-10-17,Trash - Curbside/Alley Missed Pickup,Curb/trash missed Wednesday's pickup,"2403 Abbott Martin Rd, Nashville, TN 37215, United States",37215,RED RIVER,3304,34.0,1724798.11179271,646537.206786135,2403 ABBOTT MARTIN RD,2019-10-17,True,3,2019-10-17,3,200,True
35586,2017-12-28,Trash - Curbside/Alley Missed Pickup,Missed trash. Has 2 trash carts and trash was missed across from 2404 Crestmoor Rd,2404 Crestmoor Rd,37215,RED RIVER,3305,25.0,1726566.38302303,647625.872024313,2404 CRESTMOOR RD,2017-12-28,True,2,2017-12-28,2,200,True
36863,2018-01-04,Trash - Curbside/Alley Missed Pickup,missed last week also his neighbors also,2404 crestmoor rd,37215,RED RIVER,3305,25.0,1726566.65380862,647626.320724787,2404 CRESTMOOR RD,2018-01-04,True,3,2018-01-04,3,200,True
58332,2018-04-04,Trash - Curbside/Alley Missed Pickup,CARTS MISSED AGAIN,2404 CRESTMOOR RD,37215,RED RIVER,3305,25.0,1726566.38302303,647625.872024313,2404 CRESTMOOR RD,2018-04-04,True,4,2018-04-04,4,200,True
227989,2019-08-08,Trash - Curbside/Alley Missed Pickup,CARTS MISSED AGAIN/ALLEY {TRASH},2404 CRESTMOOR RD,37215,RED RIVER,3305,25.0,1726567.85171746,647623.376801863,2404 CRESTMOOR RD,2019-08-08,True,5,2019-08-08,5,200,True
239394,2019-08-28,Trash - Curbside/Alley Missed Pickup,CARTS MISSED AGAIN/ALLEY {TRASH} Wednesday,2404 CRESTMOOR RD,37215,RED RIVER,3305,25.0,1726567.85171746,647623.376801863,2404 CRESTMOOR RD,2019-08-28,True,6,2019-08-28,6,200,True
260324,2019-10-16,Trash - Curbside/Alley Missed Pickup,TRASH MISSED...ALLEY...ENTIRE STREET MISSED,2404 CRESTMOOR RD,37215,RED RIVER,3305,25.0,1726567.85171746,647623.376801863,2404 CRESTMOOR RD,2019-10-16,True,7,2019-10-16,7,200,True
36995,2018-01-04,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,2405 Crestmoor Rd,37215,RED RIVER,3305,25.0,1726671.25473333,647771.062640516,2405 CRESTMOOR RD,2018-01-04,True,2,2018-01-04,2,200,True
142168,2019-02-14,Trash - Curbside/Alley Missed Pickup,This was the first time we have ever been missed. There are others on my street that were missed also.,"2405 Crestmoor Rd, Nashville, TN 37215, United States",37215,RED RIVER,3305,25.0,1726671.4001301,647768.801672683,2405 CRESTMOOR RD,2019-02-14,True,3,2019-02-14,3,200,True
213589,2019-07-11,Trash - Curbside/Alley Missed Pickup,missed last week,"2409 Shumate Ln, Nashville, TN 37217, United States",37217,RED RIVER,4501,28.0,1777118.14020705,637139.930856765,2409 SHUMATE LN,2019-07-11,True,2,2019-07-11,2,200,True
244611,2019-09-10,Trash - Curbside/Alley Missed Pickup,missed last week,"2409 Shumate Ln, Nashville, TN 37217, United States",37217,RED RIVER,4501,28.0,1777118.14020705,637139.930856765,2409 SHUMATE LN,2019-09-10,True,3,2019-09-10,3,200,True
253119,2019-09-30,Trash - Curbside/Alley Missed Pickup,MISSED AGAIN ON FRIDAY,"2409 Shumate Ln, Nashville, TN 37217, United States",37217,RED RIVER,4501,28.0,1777118.14020705,637139.930856765,2409 SHUMATE LN,2019-09-30,True,4,2019-09-30,4,200,True
111082,2018-10-22,Trash - Curbside/Alley Missed Pickup,Missed.,"241 Becklea Dr, Madison, Tennessee, 37115",37115,RED RIVER,3512,9.0,1762598.35594132,705358.31494366,241 BECKLEA DR,2018-10-22,True,2,2018-10-22,2,200,True
114131,2018-11-02,Trash - Curbside/Alley Missed Pickup,Missed.,"241 Becklea Dr, Madison, Tennessee, 37115",37115,RED RIVER,3512,9.0,1762598.35594132,705358.31494366,241 BECKLEA DR,2018-11-02,True,3,2018-11-02,3,200,True
134898,2019-01-25,Trash - Curbside/Alley Missed Pickup,Entire street was missed,"2412 Cloverdale Rd, Nashville, TN 37214, United States",37214,RED RIVER,2503,15.0,1767031.39942702,665276.000710577,2412 CLOVERDALE RD,2019-01-25,True,2,2019-01-25,2,200,True
259785,2019-10-16,Trash - Curbside/Alley Missed Pickup,missed trash whole street,"2412 Eastland Ave, Nashville, TN 37206, United States",37206,RED RIVER,1201,6.0,1755644.79805966,673402.000483418,2412 EASTLAND AVE,2019-10-16,True,2,2019-10-16,2,200,True
94412,2018-08-31,Trash - Backdoor,backdoor miss,2413 ravine dr,37217,RED RIVER,2505,29.0,1779722.18955787,637972.880908881,2413 RAVINE DR,2018-08-31,True,2,2018-08-31,2,200,True
160153,2019-03-27,Trash - Backdoor,1 cart,"2413 Ravine Dr, Nashville, TN 37217, United States",37217,RED RIVER,2505,29.0,1779724.9091939,637970.052783301,2413 RAVINE DR,2019-03-27,True,3,2019-03-27,3,200,True
218978,2019-07-23,Trash - Backdoor,cart still out why is it not being gotten 2 carts are still full get today,2413 ravine dr,37217,RED RIVER,2505,29.0,1779724.9091939,637970.052783301,2413 RAVINE DR,2019-07-23,True,4,2019-07-23,4,200,True
240628,2019-08-30,Trash - Backdoor,cart still out why is it not being gotten 2 carts are still full get today carts stay out backdoor service,2413 ravine dr,37217,RED RIVER,2505,29.0,1779724.9091939,637970.052783301,2413 RAVINE DR,2019-08-30,True,5,2019-08-30,5,200,True
149391,2019-03-01,Trash - Curbside/Alley Missed Pickup,Missed- trash,242 hickorydale dr,37210,RED RIVER,1504,15.0,1756704.19943548,665285.601644995,242 HICKORYDALE DR,2019-03-01,True,2,2019-03-01,2,200,True
161882,2019-03-29,Trash - Curbside/Alley Missed Pickup,"Missed- trash

continuously missed",242 hickorydale dr,37210,RED RIVER,1504,15.0,1756704.19943548,665285.601644995,242 HICKORYDALE DR,2019-03-29,True,3,2019-03-29,3,200,True
108585,2018-10-11,Trash - Curbside/Alley Missed Pickup,Missed.,"242 Neelys Bend Rd, Nashville, TN 37115, United States",37115,RED RIVER,3312,7.0,1758868.99841973,700510.399093367,242 NEELYS BEND RD,2018-10-11,True,2,2018-10-11,2,200,True
239696,2019-08-29,Trash - Curbside/Alley Missed Pickup,Missed his and several neighbors,"242 Neelys Bend Rd, Nashville, TN 37115, United States",37115,RED RIVER,3312,7.0,1758868.99841973,700510.399093367,242 NEELYS BEND RD,2019-08-29,True,3,2019-08-29,3,200,True
100366,2018-09-18,Trash - Curbside/Alley Missed Pickup,Trash/missed Tuesday curbside.,"2420 CHAPMAN DR, 37206",37206,RED RIVER,1201,6.0,1755548.19904555,672255.201318765,2420 CHAPMAN DR,2018-09-18,True,2,2018-09-18,2,200,True
54719,2018-03-19,Trash Collection Complaint,"missed pickup , cart is full.",2420 Scott Valley Dr,37217,RED RIVER,4502,29.0,1777574.25305098,637120.577793506,2420 SCOTT VALLEY DR,2018-03-19,True,2,2018-03-19,2,200,True
61983,2018-04-20,Trash Collection Complaint,"missed pickup , cart is full.",2420 Scott Valley Dr,37217,RED RIVER,4502,29.0,1777574.25305098,637120.577793506,2420 SCOTT VALLEY DR,2018-04-20,True,3,2018-04-20,3,200,True
100547,2018-09-19,Trash Collection Complaint,"missed pickup , cart is full.",2420 Scott Valley Dr,37217,RED RIVER,4502,29.0,1777576.99891024,637117.601804651,2420 SCOTT VALLEY DR,2018-09-19,True,4,2018-09-19,4,200,True
111188,2018-10-22,Trash - Curbside/Alley Missed Pickup,"missed pickup , cart is full.",2420 Scott Valley Dr,37217,RED RIVER,4502,29.0,1777576.99891024,637117.601804651,2420 SCOTT VALLEY DR,2018-10-22,True,5,2018-10-22,5,200,True
233440,2019-08-17,Trash - Curbside/Alley Missed Pickup,Our trash pickup day is Friday. This is the 2nd week in a row that the trash has not been picked up on Friday.,"2424 Ravine Dr, Nashville, TN 37217, United States",37217,RED RIVER,2505,29.0,1779881.51998439,637715.347037558,2424 RAVINE DR,2019-08-17,True,2,2019-08-17,2,200,True
76885,2018-06-20,Trash - Curbside/Alley Missed Pickup,tired of having to call,2428 abbott martin rd,37215,RED RIVER,3304,25.0,1724092.91119476,647130.188289969,2428 ABBOTT MARTIN RD,2018-06-20,True,2,2018-06-20,2,200,True
138208,2019-02-05,Trash - Curbside/Alley Missed Pickup,Curbside Trash miss pickup Tuesday.,"2428 EASTLAND AVE, 37206",37206,RED RIVER,1201,6.0,1756350.59931621,673254.40095742,2428 EASTLAND AVE,2019-02-05,True,2,2019-02-05,2,200,True
263077,2019-10-23,Trash - Curbside/Alley Missed Pickup,Curbside Trash miss pickup Tuesday.,"2428 EASTLAND AVE, 37206",37206,RED RIVER,1201,6.0,1756350.59931621,673254.40095742,2428 EASTLAND AVE,2019-10-23,True,3,2019-10-23,3,200,True
259862,2019-10-16,Trash - Curbside/Alley Missed Pickup,"Was out by 7am for Tuesday collection, still in bin today (Wednesday)","2430 Eastland Ave, Nashville, TN 37206, United States",37206,RED RIVER,1201,6.0,1756447.39818489,673176.000581782,2430 EASTLAND AVE,2019-10-16,True,2,2019-10-16,2,200,True
72854,2018-06-06,Trash - Curbside/Alley Missed Pickup,missed pickup,2439 buena vista pike,37218,RED RIVER,4204,2.0,1725783.66310999,681403.131450974,2439 BUENA VISTA PIKE,2018-06-06,True,2,2018-06-06,2,200,True
147504,2019-02-26,Trash - Curbside/Alley Missed Pickup,missed again,2439 buena vista pike,37218,RED RIVER,4204,2.0,1725785.13019635,681400.629574565,2439 BUENA VISTA PIKE,2019-02-26,True,3,2019-02-26,3,200,True
150665,2019-03-06,Trash - Backdoor,BACKDOOR MISS...,2439 buena vista pike,37218,RED RIVER,4204,2.0,1725785.13019635,681400.629574565,2439 BUENA VISTA PIKE,2019-03-06,True,4,2019-03-06,4,200,True
157073,2019-03-20,Trash Collection Complaint,BACKDOOR PICKUP IS MISSED EVERY WEEK,2439 buena vista pike,37218,RED RIVER,4204,2.0,1725785.13019635,681400.629574565,2439 BUENA VISTA PIKE,2019-03-20,True,5,2019-03-20,5,200,True
237095,2019-08-23,Trash - Curbside/Alley Missed Pickup,Friday is normal pickup date for trash but entire street was not picked up this past Friday and the previous week trash pickup was not done until Saturday. Please have trash pickup done.,"2439 Cabin Hill Rd, Nashville, TN 37214, United States",37214,RED RIVER,1502,15.0,1768377.85726516,678901.252272895,2439 CABIN HILL RD,2019-08-23,True,2,2019-08-23,2,200,True
249926,2019-09-20,Trash - Curbside/Alley Missed Pickup,"Friday missed/trash entire street, not picked up.","2439 Cabin Hill Rd, Nashville, TN 37214, United States",37214,RED RIVER,1502,15.0,1768377.85726516,678901.252272895,2439 CABIN HILL RD,2019-09-20,True,3,2019-09-20,3,200,True
232606,2019-08-15,Trash - Curbside/Alley Missed Pickup,"Our entire street, Ash Grove Dr. 37211 was not picked up today","244 Ash Grove Dr, Nashville, TN 37211, United States",37211,RED RIVER,4404,31.0,1761056.68965671,625068.870372536,244 ASH GROVE DR,2019-08-15,True,2,2019-08-15,2,200,True
178398,2019-05-02,Trash - Curbside/Alley Missed Pickup,only half of the cart was emmptied,"244 Elm St, Nashville, TN 37210, United States",37115,RED RIVER,3414,9.0,1759605.62477034,702213.110565424,244 ELM ST,2019-05-02,True,2,2019-05-02,2,200,True
224425,2019-08-02,Trash - Curbside/Alley Missed Pickup,Curb trash/Thursday missed,"244 Elm St, Nashville, TN 37115, United States",37115,RED RIVER,3414,9.0,1759605.62477034,702213.110565424,244 ELM ST,2019-08-02,True,3,2019-08-02,3,200,True
182737,2019-05-10,Trash - Curbside/Alley Missed Pickup,miss,2448 EDENCREST DR,37013,RED RIVER,4504,32.0,1775731.79508691,632359.691746394,2448 EDENCREST DR,2019-05-10,True,2,2019-05-10,2,200,True
189761,2019-05-24,Trash - Curbside/Alley Missed Pickup,This is two weeks in a row my trash has been missed!!,"2448 Edencrest Dr, Nashville, TN 37013, United States",37013,RED RIVER,4504,32.0,1775731.79508691,632359.691746394,2448 EDENCREST DR,2019-05-24,True,3,2019-05-24,3,200,True
135355,2019-01-28,Trash - Curbside/Alley Missed Pickup,Missed street,"245 Ensworth Pl, Nashville, TN 37205, United States",37205,RED RIVER,2302,24.0,1720231.60107153,652017.100384883,245 ENSWORTH PL,2019-01-28,True,2,2019-01-28,2,200,True
225020,2019-08-03,Trash - Curbside/Alley Missed Pickup,While neighborhood missed,"2463 Cabin Hill Rd, Nashville, TN 37214, USA",37214,RED RIVER,1502,15.0,1769339.68805664,678759.998624201,2463 CABIN HILL RD,2019-08-03,True,2,2019-08-03,2,200,True
143132,2019-02-15,Trash - Backdoor,BACKDOOR MISS-,2468 Una Antioch Pike,37013,RED RIVER,4505,28.0,1773639.39886242,631458.401059723,2468 UNA ANTIOCH PIKE,2019-02-15,True,2,2019-02-15,2,200,True
152454,2019-03-11,Trash - Backdoor,BACKDOOR MISS-,2468 Una Antioch Pike,37013,RED RIVER,4505,28.0,1773639.39886242,631458.401059723,2468 UNA ANTIOCH PIKE,2019-03-11,True,3,2019-03-11,3,200,True
159117,2019-03-25,Trash Collection Complaint,Missed backdoor trash. caller states she has to call every other week.,"2468 Una Antioch Pike, Nashville, TN 37013, United States",37013,RED RIVER,4505,28.0,1773639.39886242,631458.401059723,2468 UNA ANTIOCH PIKE,2019-03-25,True,4,2019-03-25,4,200,True
232907,2019-08-16,Trash - Curbside/Alley Missed Pickup,missed,"247 Ash Grove Dr, Nashville, TN 37211, United States",37211,RED RIVER,4404,31.0,1761029.52328642,624934.6452727,247 ASH GROVE DR,2019-08-16,True,2,2019-08-16,2,200,True
145053,2019-02-21,Trash - Backdoor,BACKDOOR MISS...CART IS NEXT TO DRIVEWAY IN FRONT OF BACK GATE.,"247 Collier Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16.0,1750546.59898803,647198.400898294,247 COLLIER AVE,2019-02-21,True,2,2019-02-21,2,200,True
156385,2019-03-19,Trash - Backdoor,BACKDOOR MISS...CART IS NEXT TO DRIVEWAY IN FRONT OF BACK GATE.,"247 Collier Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16.0,1750546.59898803,647198.400898294,247 COLLIER AVE,2019-03-19,True,3,2019-03-19,3,200,True
172681,2019-04-22,Trash - Backdoor,backdoor trash missed,"247 Collier Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16.0,1750546.59898803,647198.400898294,247 COLLIER AVE,2019-04-22,True,4,2019-04-22,4,200,True
193595,2019-06-03,Trash - Backdoor,backdoor trash missed again,"247 Collier Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16.0,1750546.59898803,647198.400898294,247 COLLIER AVE,2019-06-03,True,5,2019-06-03,5,200,True
217241,2019-07-18,Trash - Curbside/Alley Missed Pickup,Wasn't picked up at 6:30 PM,"247 Wallace Rd, Nashville, TN 37211, United States",37211,RED RIVER,2405,30.0,1758840.99899227,636168.001717136,247 WALLACE RD,2019-07-18,True,2,2019-07-18,2,200,True
220808,2019-07-25,Trash - Curbside/Alley Missed Pickup,this is the third week out of four that the whole side of the street has been missed,"247 Wallace Rd, Nashville, TN 37211, United States",37211,RED RIVER,2405,30.0,1758840.99899227,636168.001717136,247 WALLACE RD,2019-07-25,True,3,2019-07-25,3,200,True
229056,2019-08-09,Trash - Curbside/Alley Missed Pickup,3rd or fourth time it has been missed,"247 Wallace Rd, Nashville, TN 37211, United States",37211,RED RIVER,2405,30.0,1758840.99899227,636168.001717136,247 WALLACE RD,2019-08-09,True,4,2019-08-09,4,200,True
161023,2019-03-28,Trash - Curbside/Alley Missed Pickup,came after dark and didnt get his,248 timmons st,37211,RED RIVER,4304,16.0,1750497.15773754,646633.008360717,248 TIMMONS ST,2019-03-28,True,2,2019-03-28,2,200,True
213416,2019-07-11,Trash - Curbside/Alley Missed Pickup,miss,248 timmons st,37211,RED RIVER,4304,16.0,1750497.15773754,646633.008360717,248 TIMMONS ST,2019-07-11,True,3,2019-07-11,3,200,True
116518,2018-11-13,Trash - Curbside/Alley Missed Pickup,Need my trash cans picked up. Never came to house today but hit neighbors.,"2488 Walker Ln, Nashville, TN 37207, United States",37207,RED RIVER,3202,2.0,1730497.00048933,684091.198443708,2488 WALKER LN,2018-11-13,True,2,2018-11-13,2,200,True
69122,2018-05-21,Trash - Curbside/Alley Missed Pickup,Missed pickup for units A and B,249 blackman rd b,37211,RED RIVER,2404,26.0,1750101.13544073,634431.294278411,249 BLACKMAN RD B,2018-05-21,True,2,2018-05-21,2,200,True
110247,2018-10-17,Trash - Curbside/Alley Missed Pickup,Cart was out by Monday night. Just (Wed) went out to bring in the cart and found that trash had not been collected.,"249 Maxwell Pl, Nashville, TN 37013, United States",37013,RED RIVER,4210,33.0,1796595.36959129,619883.030124831,249 MAXWELL PL,2018-10-17,True,2,2018-10-17,2,200,True
243608,2019-09-06,Trash - Curbside/Alley Missed Pickup,Curb trash/missed Friday,"25 Fairway Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15.0,1767573.7987952,671529.600608423,25 FAIRWAY DR,2019-09-06,True,2,2019-09-06,2,200,True
261068,2019-10-18,Trash - Curbside/Alley Missed Pickup,Trash not picked up,"250 Dupont Ave, Nashville, TN 37115, United States",37115,RED RIVER,3414,9.0,1759944.19820042,704387.999237344,250 DUPONT AVE,2019-10-18,True,2,2019-10-18,2,200,True
248841,2019-09-19,Trash - Curbside/Alley Missed Pickup,"Entire street was missed, not just my residence.","250 Sunrise Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16.0,1750924.34193518,645271.790965729,250 SUNRISE AVE,2019-09-19,True,2,2019-09-19,2,200,True
259833,2019-10-16,Trash - Curbside/Alley Missed Pickup,miss trash whole strret,"2500 Barclay Dr, Nashville, TN 37206, United States",37206,RED RIVER,1201,6.0,1755743.39957699,672812.000109809,2500 BARCLAY DR,2019-10-16,True,2,2019-10-16,2,200,True
225160,2019-08-04,Trash - Curbside/Alley Missed Pickup,All of Stones River Ct was missed along with McGavock Pike & Western HIlls Dr,"2500 Stones River Ct, Nashville, TN 37214, United States",37214,RED RIVER,1501,15.0,1769902.59923153,678618.398692835,2500 STONES RIVER CT,2019-08-04,True,2,2019-08-04,2,200,True
260648,2019-10-17,Trash - Curbside/Alley Missed Pickup,miss,"2500 Woodlawn Dr, Nashville, Tennessee, 37212",37212,RED RIVER,2305,18.0,1730009.26431434,653432.543667505,2500 WOODLAWN DR,2019-10-17,True,2,2019-10-17,2,200,True
255649,2019-10-04,Trash - Curbside/Alley Missed Pickup,MISSED NEIGHBORHOOD..CART PLACED ON MCGAVOCK..MISSED LAST WEEK,"2501 Meadowood Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15.0,1769377.78904432,675708.520103274,2501 MEADOWOOD DR,2019-10-04,True,2,2019-10-04,2,200,True
223537,2019-07-31,Trash - Curbside/Alley Missed Pickup,"We put our can out in the morning, before the truck came through, but it was not emptied","2502 Ashwood Ave, Nashville, TN 37212, United States",37212,RED RIVER,2305,18.0,1730026.13124859,655056.581695303,2502 ASHWOOD AVE,2019-07-31,True,2,2019-07-31,2,200,True
86320,2018-07-27,Trash - Curbside/Alley Missed Pickup,This has been missed no less than 4 times in the last few weeks.   Can was down on Thursday night and usually is.  We are in an odd location and they wouldn?t have to make the effort to come to our house.  We see them drive around us on other streets but not by our house.  Recycle never misses.,2503 Lincoya Dr,37214,RED RIVER,1503,15.0,1768584.9454654,671920.881498323,2503 LINCOYA DR,2018-07-27,True,2,2018-07-27,2,200,True
110785,2018-10-19,Trash - Curbside/Alley Missed Pickup,"MISSED, this is the 6th or 7th time it has been missed.",2503 Lincoya Dr,37214,RED RIVER,1503,15.0,1768586.4064989,671918.381068386,2503 LINCOYA DR,2018-10-19,True,3,2018-10-19,3,200,True
60023,2018-04-12,Trash - Curbside/Alley Missed Pickup,cart still out,2504 Buena Vista Pike,37218,RED RIVER,4204,2.0,1726384.89337655,680555.906859036,2504 BUENA VISTA PIKE,2018-04-12,True,2,2018-04-12,2,200,True
62756,2018-04-25,Trash - Curbside/Alley Missed Pickup,cart still out calls every week need to get and have gotten on route she wants call as to why bit is being missed,2504 Buena Vista Pike,37218,RED RIVER,4204,2.0,1726384.89337655,680555.906859036,2504 BUENA VISTA PIKE,2018-04-25,True,3,2018-04-25,3,200,True
221312,2019-07-26,Trash - Curbside/Alley Missed Pickup,trash not pick up by 4 pm friday,"2504 Pleasant Green Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15.0,1766892.19972926,685211.998705368,2504 PLEASANT GREEN RD,2019-07-26,True,2,2019-07-26,2,200,True
233388,2019-08-16,Trash - Curbside/Alley Missed Pickup,My cart was at the street at 6:00 AM and had not been collected as of 8:12 PM. None of the carts on my street have been collected.,"2504 Sleepy Hollow Dr, Nashville, TN 37217, United States",37217,RED RIVER,4502,29.0,1778816.45540282,637056.553159004,2504 SLEEPY HOLLOW DR,2019-08-16,True,2,2019-08-16,2,200,True
157100,2019-03-20,Trash - Curbside/Alley Missed Pickup,Missed trash,"2506 Buena Vista Pike, Nashville, TN 37218, United States",37218,RED RIVER,4204,2.0,1726206.60171928,680915.198652786,2506 BUENA VISTA PIKE,2019-03-20,True,2,2019-03-20,2,200,True
93569,2018-08-29,Trash - Curbside/Alley Missed Pickup,still out,2506 McGinnis Dr,37216,RED RIVER,1204,7.0,1761587.54596845,680405.97340145,2506 MCGINNIS DR,2018-08-29,True,2,2018-08-29,2,200,True
125160,2018-12-21,Trash - Curbside/Alley Missed Pickup,missed,"2507 David Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15.0,1769589.54584498,666031.941719236,2507 DAVID DR,2018-12-21,True,2,2018-12-21,2,200,True
155035,2019-03-15,Trash - Curbside/Alley Missed Pickup,missed pick up - picked up everyone except him,2507 lincoya ct,37214,RED RIVER,1502,15.0,1768859.41773605,673019.929992255,2507 LINCOYA CT,2019-03-15,True,2,2019-03-15,2,200,True
108897,2018-10-12,Trash - Curbside/Alley Missed Pickup,Missed.,"2508 Ennis Rd, Nashville, TN 37210, United States",37210,RED RIVER,4303,16.0,1752919.35159982,649854.396905492,2508 ENNIS RD,2018-10-12,True,2,2018-10-12,2,200,True
105567,2018-10-03,Trash - Curbside/Alley Missed Pickup,missed pick up again he was walking dogs and driver just passed by,2509 east ln,37218,RED RIVER,4204,2.0,1724636.29686834,681029.673767785,2509 EAST LN,2018-10-03,True,2,2018-10-03,2,200,True
261347,2019-10-18,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE ROUTE- 3403,"251 Delvin Dr, Nashville, TN 37013, United States",37013,RED RIVER,3403,27.0,1762146.38977693,626649.876347408,251 DELVIN DR,2019-10-18,True,2,2019-10-18,2,200,True
170427,2019-04-16,Trash - Backdoor,1 cart,"2512 Shreeve Ln, Nashville, TN 37207, United States",37207,RED RIVER,3202,2.0,1730881.00026967,685110.397390724,2512 SHREEVE LN,2019-04-16,True,2,2019-04-16,2,200,True
169100,2019-04-13,Trash - Curbside/Alley Missed Pickup,Cart out Thursday night and was missed on Friday's pickup.,"2516 Joya Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15.0,1770437.79987765,676792.798426235,2516 JOYA DR,2019-04-13,True,2,2019-04-13,2,200,True
243613,2019-09-06,Trash - Curbside/Alley Missed Pickup,Missed trash pickup.  Neighbors missed also.,2516 Joya dr,37214,RED RIVER,1502,15.0,1770437.79987765,676792.798426235,2516 JOYA DR,2019-09-06,True,3,2019-09-06,3,200,True
249932,2019-09-20,Trash - Curbside/Alley Missed Pickup,Missed trash pickup.  Neighbors missed also.,2516 Joya dr,37214,RED RIVER,1502,15.0,1770437.79987765,676792.798426235,2516 JOYA DR,2019-09-20,True,4,2019-09-20,4,200,True
214355,2019-07-12,Trash - Curbside/Alley Missed Pickup,"2 weeks in row, trash/miss Friday's","2518 Elm Hill Pike, Nashville, TN 37214, United States",37214,RED RIVER,2502,15.0,1767848.19912055,663020.800182671,2518 ELM HILL PIKE,2019-07-12,True,2,2019-07-12,2,200,True
